approved,income,loan_amount,credit_history,employment_type,existing_loans,gender,age_group,geography
1,58947.79017339797,180000,5,Employed,1,Male,Middle-aged,Suburban
1,52565.73309508199,360000,5,Self-Employed,1,Male,Middle-aged,Urban
1,59778.742357541494,150000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,63226.12735628458,280000,4,Unemployed,3,Male,Middle-aged,Suburban
1,65324.34125851345,130000,5,Unemployed,1,Male,Middle-aged,Suburban
1,75122.94312018958,240000,5,Self-Employed,1,Male,Middle-aged,Rural
1,57291.01979548795,90000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,56403.92929998737,190000,5,Self-Employed,1,Male,Middle-aged,Rural
1,59387.94009596048,20000,5,Employed,1,Male,Middle-aged,Urban
0,67035.07988218592,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,37991.85918919073,160000,5,Employed,2,Male,Young,Urban
0,49400.67427129923,60000,3,Unemployed,2,Male,Middle-aged,Urban
1,41175.06273390644,150000,5,Employed,2,Male,Young,Suburban
0,41223.48805958741,100000,3,Employed,2,Male,Young,Urban
1,59510.14749579497,60000,3,Self-Employed,1,Male,Middle-aged,Rural
1,62991.149793756485,220000,5,Employed,1,Male,Middle-aged,Urban
0,70981.39606899148,130000,3,Employed,2,Male,Middle-aged,Rural
0,57145.950139525565,10000,4,Unemployed,2,Male,Middle-aged,Urban
1,49121.25186907501,200000,5,Unemployed,2,Male,Middle-aged,Urban
1,63582.32608210294,150000,5,Unemployed,1,Male,Middle-aged,Urban
1,46476.267593955454,100000,5,Employed,2,Male,Middle-aged,Suburban
0,50154.14351932097,300000,3,Self-Employed,2,Male,Middle-aged,Urban
0,41198.58530784616,160000,4,Employed,2,Male,Young,Urban
1,46537.022683523595,500000,5,Employed,2,Male,Middle-aged,Urban
0,53190.52793684138,80000,5,Unemployed,2,Male,Middle-aged,Suburban
1,48628.36375905945,90000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,55229.49314981176,320000,5,Employed,1,Male,Middle-aged,Urban
1,47353.66933406684,390000,5,Employed,1,Male,Middle-aged,Rural
0,56569.69975045022,30000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,55887.68704102728,170000,4,Self-Employed,1,Male,Middle-aged,Urban
0,47223.222988930866,200000,3,Employed,2,Male,Middle-aged,Urban
1,66895.13120467063,380000,5,Employed,1,Male,Middle-aged,Suburban
1,71278.30683640903,260000,5,Employed,1,Male,Middle-aged,Rural
1,45670.14179356117,360000,5,Employed,1,Male,Middle-aged,Rural
1,46996.82936889846,240000,5,Employed,1,Male,Middle-aged,Urban
1,45131.10076861661,100000,4,Employed,2,Male,Middle-aged,Rural
0,60190.21810840258,90000,5,Self-Employed,1,Male,Middle-aged,Urban
1,69483.1736414353,290000,5,Self-Employed,2,Male,Middle-aged,Rural
1,60363.343155361064,80000,5,Unemployed,2,Male,Middle-aged,Urban
1,64232.18138978209,240000,5,Employed,1,Male,Middle-aged,Rural
1,38873.6953601447,30000,5,Employed,2,Male,Young,Suburban
1,58135.66511012551,30000,3,Self-Employed,1,Male,Middle-aged,Urban
0,55074.88852143438,50000,5,Self-Employed,2,Male,Middle-aged,Urban
0,56584.701596800915,180000,5,Unemployed,1,Male,Middle-aged,Suburban
1,49099.67767819959,310000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,49429.14155078085,80000,5,Employed,2,Male,Middle-aged,Urban
1,63623.22009083572,50000,4,Self-Employed,1,Male,Middle-aged,Rural
1,48098.39704572016,390000,5,Unemployed,2,Male,Middle-aged,Urban
1,53664.57581853885,440000,5,Employed,2,Male,Middle-aged,Suburban
1,48422.8149021877,50000,4,Self-Employed,2,Male,Young,Suburban
1,55133.906713965574,210000,5,Employed,1,Male,Middle-aged,Urban
1,41446.8810861527,230000,5,Unemployed,2,Male,Middle-aged,Rural
1,64213.558948117745,50000,5,Self-Employed,1,Male,Middle-aged,Rural
0,71054.58313137383,100000,5,Unemployed,2,Male,Middle-aged,Rural
1,67326.1992955005,80000,3,Employed,1,Male,Middle-aged,Suburban
1,39543.20534583683,250000,5,Unemployed,1,Male,Young,Rural
1,66116.04322254893,150000,5,Unemployed,1,Male,Middle-aged,Urban
1,69863.14291934973,140000,5,Unemployed,1,Male,Middle-aged,Rural
1,51276.26251695981,530000,5,Employed,1,Male,Middle-aged,Rural
0,37554.64818964327,20000,3,Employed,2,Male,Young,Rural
1,52469.729892295945,130000,5,Employed,1,Male,Young,Urban
1,51786.6701599997,20000,4,Unemployed,2,Male,Middle-aged,Urban
0,57000.94288967971,50000,2,Self-Employed,1,Male,Middle-aged,Rural
0,55852.95997520577,470000,3,Unemployed,2,Male,Middle-aged,Urban
1,64114.29688582134,310000,5,Self-Employed,2,Male,Middle-aged,Urban
1,73119.61098691197,180000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,65608.19652444078,310000,5,Employed,1,Male,Middle-aged,Urban
0,66772.713617206,160000,3,Employed,1,Male,Middle-aged,Suburban
1,47792.86401240565,500000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,58042.04497899578,380000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,57784.125938507335,250000,5,Employed,1,Male,Middle-aged,Suburban
1,57300.66734048558,500000,5,Employed,2,Male,Middle-aged,Urban
1,48027.10243477387,210000,5,Employed,2,Male,Middle-aged,Rural
0,55673.29675428638,250000,5,Employed,1,Male,Middle-aged,Suburban
1,41112.82248163177,60000,5,Employed,2,Male,Young,Suburban
1,67381.63634761948,200000,5,Self-Employed,1,Male,Middle-aged,Urban
0,42593.70435135544,200000,3,Employed,1,Male,Young,Rural
1,69988.64871797939,20000,4,Self-Employed,2,Male,Middle-aged,Rural
0,65578.46142243042,360000,5,Employed,1,Male,Middle-aged,Rural
1,51962.70705325828,100000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,54251.02039545326,180000,5,Self-Employed,1,Male,Middle-aged,Urban
1,80973.37441800855,380000,4,Employed,1,Male,Middle-aged,Urban
1,42590.42605353073,50000,5,Unemployed,1,Male,Young,Urban
1,46012.90768293651,200000,5,Employed,2,Male,Middle-aged,Rural
0,56338.90217642699,200000,5,Employed,1,Male,Middle-aged,Rural
1,41790.27696073907,280000,5,Employed,2,Male,Middle-aged,Rural
1,47077.95104396559,200000,4,Employed,1,Male,Middle-aged,Rural
1,38791.28748393432,150000,5,Employed,2,Male,Young,Urban
0,60559.481022262575,360000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,53382.84718172674,230000,5,Employed,1,Male,Middle-aged,Urban
1,53864.01922667401,240000,5,Self-Employed,3,Male,Middle-aged,Suburban
1,60714.26690562722,420000,5,Employed,1,Male,Middle-aged,Suburban
1,54322.15730537595,450000,5,Employed,1,Male,Middle-aged,Urban
1,50279.633295551386,10000,5,Unemployed,2,Male,Middle-aged,Suburban
1,42057.370220525656,100000,5,Self-Employed,1,Male,Young,Suburban
0,65920.6643748606,180000,4,Employed,1,Male,Middle-aged,Urban
1,62912.62907384222,10000,5,Unemployed,2,Male,Middle-aged,Suburban
0,59581.696960480636,20000,5,Unemployed,2,Male,Middle-aged,Suburban
0,59831.37611628491,50000,5,Employed,2,Male,Middle-aged,Urban
1,55625.919432825656,250000,5,Employed,2,Male,Middle-aged,Suburban
1,83154.37630801035,150000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,44851.13688377563,30000,5,Self-Employed,2,Male,Young,Urban
1,54981.73722202914,500000,5,Employed,1,Male,Middle-aged,Rural
1,43228.88460571969,120000,5,Employed,2,Male,Middle-aged,Urban
1,59164.77280977744,200000,5,Employed,2,Male,Middle-aged,Rural
1,64972.186460697834,340000,5,Unemployed,1,Male,Middle-aged,Suburban
1,63504.40706294451,20000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,61196.18892724533,20000,5,Self-Employed,1,Male,Middle-aged,Rural
1,46444.094127349585,20000,4,Unemployed,2,Male,Middle-aged,Rural
1,51042.625441780605,220000,5,Employed,2,Male,Middle-aged,Urban
1,48558.11559883706,20000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,37905.894813571904,280000,5,Self-Employed,1,Male,Young,Suburban
1,77894.81422888687,400000,5,Employed,1,Male,Middle-aged,Rural
1,67371.88397799528,310000,5,Employed,2,Male,Middle-aged,Rural
0,52085.63464284767,30000,5,Employed,1,Male,Middle-aged,Urban
1,59089.755860289275,80000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,62976.53223479847,10000,5,Employed,2,Male,Middle-aged,Rural
1,74091.1297722571,70000,5,Unemployed,3,Male,Middle-aged,Suburban
1,60381.03142262823,390000,5,Employed,2,Male,Middle-aged,Suburban
1,60780.1082289463,340000,5,Unemployed,1,Male,Middle-aged,Rural
0,53489.30663223429,180000,4,Employed,1,Male,Middle-aged,Suburban
0,48191.11332688236,100000,5,Employed,1,Male,Middle-aged,Urban
1,54240.14963370209,360000,5,Self-Employed,2,Male,Middle-aged,Urban
1,66299.13835447916,50000,5,Unemployed,2,Male,Middle-aged,Suburban
1,46574.909526344345,360000,5,Self-Employed,2,Male,Middle-aged,Rural
1,56730.65976803244,50000,5,Self-Employed,2,Male,Middle-aged,Urban
1,50603.802839713295,150000,5,Self-Employed,1,Male,Middle-aged,Rural
1,44001.88656748716,20000,5,Unemployed,1,Male,Young,Rural
0,64255.922535244434,150000,5,Employed,1,Male,Middle-aged,Suburban
1,69569.84677533666,50000,5,Unemployed,1,Male,Middle-aged,Rural
1,60449.388256062484,500000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,58941.38506649746,280000,5,Self-Employed,1,Male,Middle-aged,Rural
1,70170.62459078862,270000,5,Self-Employed,1,Male,Middle-aged,Urban
1,72046.09392291098,110000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,42148.33621741199,280000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,56456.50732141822,200000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,51153.485841459784,30000,3,Self-Employed,2,Male,Middle-aged,Rural
1,67614.0751978626,130000,5,Unemployed,1,Male,Middle-aged,Rural
1,49788.16439909199,440000,5,Employed,2,Male,Middle-aged,Rural
1,54256.088064143994,170000,4,Self-Employed,1,Male,Middle-aged,Rural
1,68231.84993694618,50000,5,Employed,2,Male,Middle-aged,Rural
1,65613.4035427462,120000,5,Unemployed,1,Male,Middle-aged,Suburban
1,55440.310001501144,500000,5,Employed,2,Male,Middle-aged,Suburban
1,49408.92808999515,120000,5,Employed,2,Male,Middle-aged,Rural
1,55600.733549108045,180000,5,Self-Employed,1,Male,Middle-aged,Urban
0,47385.0364863121,350000,5,Employed,2,Male,Middle-aged,Urban
1,49019.199319620304,20000,5,Self-Employed,2,Male,Young,Suburban
0,56564.51356159804,160000,5,Self-Employed,1,Male,Middle-aged,Rural
1,55821.53371798643,290000,5,Employed,1,Male,Middle-aged,Rural
1,53212.37231602057,180000,5,Self-Employed,2,Male,Young,Urban
0,46696.79738014528,200000,5,Employed,2,Male,Middle-aged,Rural
1,58842.960497637614,210000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,43018.9683292948,70000,4,Self-Employed,2,Male,Young,Rural
0,54822.86071979594,280000,3,Self-Employed,2,Male,Middle-aged,Suburban
0,45651.040645557776,120000,4,Unemployed,2,Male,Middle-aged,Suburban
1,59318.30295899056,260000,5,Employed,2,Male,Middle-aged,Suburban
1,38251.13623831537,340000,5,Employed,2,Male,Middle-aged,Rural
1,48442.9561084494,260000,5,Employed,2,Male,Young,Suburban
1,40658.462240347595,140000,5,Employed,2,Male,Young,Rural
1,52623.53513308323,140000,4,Self-Employed,1,Male,Middle-aged,Rural
1,55680.846923478144,200000,4,Self-Employed,1,Male,Middle-aged,Suburban
0,60691.73014045059,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,43816.50557077371,130000,5,Self-Employed,2,Male,Young,Suburban
1,50941.308908989,130000,5,Employed,2,Male,Young,Suburban
1,45460.668591977425,50000,5,Self-Employed,2,Male,Young,Rural
1,50032.51430096254,20000,5,Unemployed,1,Male,Young,Rural
1,37390.93545369102,390000,5,Employed,2,Male,Young,Urban
1,47574.39664583081,50000,3,Self-Employed,2,Male,Young,Suburban
1,48155.87124844068,30000,4,Self-Employed,2,Male,Young,Suburban
1,57744.87854944483,240000,5,Self-Employed,1,Male,Middle-aged,Rural
1,50899.6229849189,180000,5,Employed,2,Male,Middle-aged,Rural
1,39365.863169065764,420000,5,Employed,2,Male,Middle-aged,Suburban
0,63573.819113262914,120000,3,Employed,2,Male,Middle-aged,Suburban
1,53366.33803534792,450000,5,Employed,2,Male,Middle-aged,Rural
0,41318.29448874043,20000,5,Employed,2,Male,Middle-aged,Suburban
0,53431.460290198855,360000,5,Self-Employed,1,Male,Middle-aged,Rural
1,65563.28674930382,350000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,62618.42992388156,180000,5,Unemployed,2,Male,Middle-aged,Urban
1,67535.14862621739,410000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,44898.310410769,50000,5,Unemployed,1,Male,Middle-aged,Rural
1,58632.92598095436,430000,5,Unemployed,1,Male,Middle-aged,Urban
1,73683.07986280113,200000,5,Unemployed,3,Male,Middle-aged,Urban
1,44747.120452855124,180000,5,Employed,2,Male,Middle-aged,Suburban
1,54477.852070987225,200000,5,Employed,1,Male,Middle-aged,Rural
0,43403.589299334104,160000,3,Self-Employed,1,Male,Middle-aged,Rural
1,68506.06618752707,100000,5,Self-Employed,1,Male,Middle-aged,Urban
0,68160.84388205729,140000,3,Self-Employed,2,Male,Middle-aged,Suburban
1,68630.88827805205,120000,5,Self-Employed,1,Male,Middle-aged,Urban
1,53066.99995330259,360000,4,Employed,2,Male,Middle-aged,Rural
0,57500.30223959995,120000,5,Employed,1,Male,Middle-aged,Urban
1,52046.7204459831,310000,5,Employed,1,Male,Middle-aged,Rural
1,77377.450526412,180000,5,Employed,1,Male,Middle-aged,Urban
1,60412.86642310913,160000,5,Self-Employed,1,Male,Middle-aged,Rural
0,72115.57761111054,50000,3,Self-Employed,1,Male,Middle-aged,Rural
1,53101.04838457914,300000,5,Self-Employed,1,Male,Middle-aged,Rural
1,67441.01214833134,500000,5,Unemployed,1,Male,Middle-aged,Suburban
1,48395.12418177424,230000,4,Self-Employed,1,Male,Middle-aged,Rural
1,69973.76957627057,300000,5,Unemployed,1,Male,Middle-aged,Urban
1,63977.92889774359,180000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,69785.59019637803,280000,5,Self-Employed,1,Male,Middle-aged,Rural
1,60825.5214909387,20000,5,Unemployed,2,Male,Middle-aged,Urban
1,48597.32815605454,360000,5,Employed,1,Male,Middle-aged,Urban
1,51103.587888255315,20000,5,Self-Employed,3,Male,Middle-aged,Urban
1,55757.62396486887,250000,5,Employed,1,Male,Middle-aged,Rural
1,71702.54036340209,120000,5,Employed,1,Male,Middle-aged,Urban
1,69154.27263935778,100000,3,Employed,3,Male,Middle-aged,Urban
1,72373.67013015419,50000,5,Unemployed,1,Male,Middle-aged,Suburban
1,47542.329629697924,470000,5,Unemployed,2,Male,Middle-aged,Suburban
1,71988.35194918298,80000,5,Self-Employed,1,Male,Middle-aged,Rural
1,39335.1820986581,110000,5,Self-Employed,2,Male,Young,Urban
1,46447.24489025542,280000,5,Self-Employed,2,Male,Young,Suburban
1,58615.571713485784,200000,5,Employed,1,Male,Middle-aged,Suburban
1,69222.80965981512,170000,5,Unemployed,1,Male,Middle-aged,Suburban
1,54195.27583019858,60000,4,Self-Employed,1,Male,Middle-aged,Rural
1,57454.432447687774,180000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,63092.61687372248,300000,5,Self-Employed,1,Male,Middle-aged,Rural
0,55858.00600556625,150000,5,Self-Employed,1,Male,Middle-aged,Rural
1,66745.61236920313,210000,5,Employed,2,Male,Middle-aged,Suburban
1,61499.562830092,50000,5,Unemployed,2,Male,Middle-aged,Suburban
0,69259.42677687647,50000,5,Employed,1,Male,Middle-aged,Suburban
1,52251.66681400818,300000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,59584.24479415181,80000,5,Self-Employed,1,Male,Middle-aged,Urban
1,42554.69342737808,170000,5,Self-Employed,2,Male,Middle-aged,Rural
1,63110.68827877965,50000,5,Unemployed,1,Male,Middle-aged,Rural
0,57334.89981078074,140000,5,Self-Employed,1,Male,Middle-aged,Urban
0,53984.33615548615,350000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,67226.31235313162,20000,5,Self-Employed,1,Male,Middle-aged,Urban
0,53785.25535427715,170000,3,Employed,2,Male,Middle-aged,Urban
0,57756.682556908316,20000,5,Unemployed,2,Male,Middle-aged,Rural
1,63596.05490937751,240000,5,Self-Employed,1,Male,Middle-aged,Rural
0,57577.81827376159,50000,5,Self-Employed,1,Male,Middle-aged,Urban
0,61666.96039265441,230000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,58872.02526095242,100000,4,Employed,1,Male,Middle-aged,Suburban
1,78654.95055897588,300000,5,Employed,2,Male,Middle-aged,Suburban
0,58908.30019455807,90000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,48758.20554355878,210000,5,Employed,2,Male,Middle-aged,Rural
1,59982.62219909808,50000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,61136.177845231054,400000,5,Self-Employed,1,Male,Middle-aged,Rural
1,49569.9955847485,300000,5,Employed,1,Male,Middle-aged,Suburban
1,49329.54395645251,150000,3,Employed,2,Male,Middle-aged,Suburban
0,43305.963465460394,500000,3,Employed,1,Male,Middle-aged,Urban
0,56656.446622394054,300000,4,Self-Employed,2,Male,Middle-aged,Urban
1,61098.43716906255,300000,4,Employed,1,Male,Middle-aged,Rural
1,43442.14528952995,150000,5,Employed,2,Male,Middle-aged,Rural
1,41382.70095652301,410000,5,Employed,2,Male,Middle-aged,Rural
1,47988.062886347194,80000,5,Employed,2,Male,Middle-aged,Suburban
1,48707.86411364575,50000,5,Unemployed,2,Male,Middle-aged,Urban
1,55206.503026853745,140000,5,Unemployed,2,Male,Middle-aged,Urban
0,48970.989748171625,150000,3,Self-Employed,1,Male,Middle-aged,Urban
1,51088.45407470666,20000,5,Employed,1,Male,Middle-aged,Suburban
1,54360.421610172416,200000,5,Employed,2,Male,Middle-aged,Suburban
1,53283.90741654618,110000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,59276.15613513605,230000,3,Self-Employed,2,Male,Middle-aged,Suburban
0,77515.4961842473,50000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,70753.1650135512,50000,4,Self-Employed,2,Male,Middle-aged,Rural
1,72574.4358059851,50000,5,Employed,1,Male,Middle-aged,Suburban
1,74203.32269821923,310000,5,Employed,1,Male,Middle-aged,Urban
0,72578.69685398355,10000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,81807.46323760104,100000,3,Unemployed,1,Male,Middle-aged,Urban
1,78816.53499231223,700000,5,Self-Employed,1,Male,Middle-aged,Urban
1,75545.39992538297,330000,5,Employed,1,Male,Middle-aged,Urban
1,69876.19204129076,300000,5,Self-Employed,1,Male,Middle-aged,Rural
1,76188.82630103455,500000,5,Unemployed,1,Male,Middle-aged,Urban
1,72520.19869466542,10000,4,Unemployed,1,Male,Senior,Urban
1,65880.50721355448,70000,5,Unemployed,1,Male,Middle-aged,Rural
1,75704.62521412058,110000,4,Self-Employed,1,Male,Middle-aged,Rural
1,80493.39745602211,250000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,83951.08207980543,550000,3,Unemployed,1,Male,Middle-aged,Rural
1,82042.61111947369,390000,5,Employed,2,Male,Middle-aged,Rural
1,80491.42670159157,100000,3,Employed,2,Male,Senior,Urban
0,65441.80678432598,20000,3,Self-Employed,1,Male,Middle-aged,Urban
1,67776.54256558538,360000,5,Self-Employed,1,Male,Middle-aged,Rural
1,80841.30418513031,60000,5,Self-Employed,1,Male,Middle-aged,Rural
0,87425.07970664091,150000,3,Self-Employed,1,Male,Senior,Urban
1,72211.35535943737,360000,5,Unemployed,1,Male,Middle-aged,Urban
1,75936.02505888055,50000,5,Employed,2,Male,Middle-aged,Urban
1,72576.27094366062,170000,4,Employed,1,Male,Middle-aged,Rural
1,75542.51845881589,300000,4,Self-Employed,1,Male,Senior,Urban
1,81429.40194629125,150000,5,Unemployed,2,Male,Senior,Rural
1,75849.61106538984,300000,5,Unemployed,1,Male,Senior,Urban
1,87445.39831894031,500000,5,Employed,1,Male,Senior,Urban
0,89253.84691337902,160000,5,Self-Employed,2,Male,Senior,Suburban
1,83780.7446861711,50000,3,Employed,2,Male,Senior,Rural
1,94363.42135628259,10000,3,Unemployed,2,Male,Senior,Suburban
0,78795.36864248081,100000,3,Unemployed,1,Male,Senior,Suburban
0,81946.20215293024,300000,3,Employed,1,Male,Senior,Suburban
0,88431.01730100413,30000,5,Self-Employed,1,Male,Senior,Rural
1,88068.44277372639,90000,5,Employed,2,Male,Senior,Suburban
1,83781.72729610835,30000,5,Unemployed,2,Male,Senior,Rural
1,84469.60120807473,140000,5,Unemployed,1,Male,Senior,Urban
1,69692.69791122866,50000,5,Employed,2,Male,Senior,Urban
1,78831.03685288783,100000,5,Employed,1,Male,Senior,Urban
1,75427.52626558483,30000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,71052.3450023185,160000,5,Unemployed,1,Male,Senior,Urban
1,77337.55782062972,10000,5,Unemployed,1,Male,Senior,Urban
0,94585.79420331847,170000,5,Self-Employed,1,Male,Senior,Rural
1,78215.95533971117,50000,5,Employed,1,Male,Middle-aged,Urban
1,82956.33991105546,500000,5,Unemployed,1,Male,Senior,Urban
0,77812.53777592872,500000,3,Unemployed,1,Male,Senior,Rural
0,92367.47124595729,20000,2,Self-Employed,1,Male,Senior,Rural
1,79170.96671198598,20000,5,Self-Employed,1,Male,Senior,Rural
0,82898.44806817263,80000,5,Employed,1,Male,Senior,Rural
1,91005.85606019363,500000,4,Employed,1,Male,Senior,Rural
1,94744.37431715424,20000,5,Unemployed,2,Male,Senior,Urban
1,86418.80145326475,190000,5,Self-Employed,2,Male,Senior,Urban
1,80295.52098925567,160000,5,Self-Employed,2,Male,Senior,Rural
0,72048.30185090181,170000,5,Employed,2,Male,Senior,Suburban
0,84900.59770364799,80000,5,Self-Employed,1,Male,Senior,Urban
1,89692.45670606173,180000,5,Self-Employed,1,Male,Senior,Rural
0,68122.32821331065,50000,3,Unemployed,2,Male,Senior,Suburban
1,86724.07403009027,70000,1,Self-Employed,2,Male,Senior,Urban
0,82725.86861709924,20000,5,Self-Employed,1,Male,Senior,Urban
1,82510.65857493192,330000,5,Self-Employed,1,Male,Middle-aged,Rural
1,82300.0535359427,330000,5,Unemployed,1,Male,Senior,Urban
1,83130.24083977801,320000,5,Employed,1,Male,Senior,Urban
1,85241.08956906368,140000,5,Unemployed,1,Male,Senior,Urban
1,76013.3620315026,20000,5,Self-Employed,1,Male,Senior,Suburban
1,85741.55906569198,70000,5,Unemployed,1,Male,Senior,Suburban
1,102379.7552208121,240000,5,Self-Employed,2,Male,Senior,Rural
1,64296.2366765716,460000,5,Self-Employed,1,Male,Senior,Suburban
0,87540.24950328509,80000,5,Employed,2,Male,Senior,Urban
1,83859.92947378356,20000,5,Self-Employed,2,Male,Senior,Rural
0,78133.10143970483,200000,5,Unemployed,1,Male,Senior,Rural
0,75000.54345290315,200000,3,Self-Employed,1,Male,Senior,Rural
1,84660.9505775075,420000,5,Unemployed,1,Male,Senior,Rural
1,77223.03701284627,130000,5,Self-Employed,2,Male,Senior,Suburban
0,86562.92138430236,30000,4,Self-Employed,3,Male,Senior,Urban
0,75424.77501140523,110000,5,Self-Employed,1,Male,Senior,Rural
1,72244.04272545192,360000,5,Self-Employed,1,Male,Senior,Rural
1,89084.57520666218,50000,4,Self-Employed,1,Male,Senior,Urban
1,82308.29779598022,70000,5,Unemployed,1,Male,Senior,Rural
1,91769.94148186664,420000,5,Unemployed,1,Male,Senior,Suburban
1,85970.61817707393,50000,5,Unemployed,1,Male,Senior,Urban
0,88309.0571148174,450000,3,Self-Employed,1,Male,Senior,Suburban
1,81300.84329774496,50000,5,Self-Employed,1,Male,Senior,Urban
0,86174.30304792344,20000,2,Unemployed,1,Male,Senior,Rural
0,83441.98378190534,250000,2,Employed,1,Male,Senior,Urban
1,78685.23945278498,20000,5,Self-Employed,3,Male,Senior,Urban
1,90917.86122683718,240000,5,Unemployed,1,Male,Senior,Suburban
0,73885.99082586178,50000,5,Unemployed,1,Male,Senior,Urban
0,96898.03438902882,180000,5,Unemployed,1,Male,Senior,Urban
1,102797.26084754172,250000,5,Employed,1,Male,Senior,Suburban
1,82075.78606628453,30000,5,Unemployed,2,Male,Senior,Rural
0,78479.64326153381,50000,5,Unemployed,1,Male,Senior,Urban
1,90283.62054498764,20000,4,Self-Employed,1,Male,Senior,Urban
0,78344.74470210866,260000,5,Unemployed,1,Male,Senior,Urban
1,84740.22887672608,130000,5,Unemployed,1,Male,Senior,Suburban
0,73079.85858071076,490000,4,Self-Employed,1,Male,Senior,Urban
0,74592.99372094961,150000,3,Unemployed,1,Male,Senior,Urban
0,88631.81329170577,30000,4,Unemployed,1,Male,Senior,Suburban
0,87369.37492528674,50000,4,Self-Employed,2,Male,Senior,Rural
1,83507.79423467033,330000,5,Unemployed,1,Male,Senior,Urban
1,71416.27271667213,330000,5,Self-Employed,1,Male,Senior,Suburban
0,78593.40599457498,140000,3,Unemployed,1,Male,Senior,Urban
0,83482.54850454682,40000,4,Self-Employed,1,Male,Senior,Rural
1,86632.28721893938,360000,5,Unemployed,2,Male,Senior,Suburban
0,94695.55739452617,80000,3,Self-Employed,2,Male,Senior,Urban
1,82464.93606624837,730000,5,Unemployed,1,Male,Senior,Rural
1,86560.75129726084,180000,5,Employed,1,Male,Senior,Rural
1,101667.72184626316,190000,5,Unemployed,1,Male,Senior,Suburban
1,93416.39920300072,50000,5,Unemployed,2,Male,Senior,Suburban
1,82662.88274653527,230000,5,Employed,1,Male,Senior,Rural
1,83431.94350654063,20000,5,Unemployed,1,Male,Senior,Urban
1,82729.10287110951,130000,5,Self-Employed,2,Male,Senior,Urban
0,72976.16931614971,30000,5,Employed,1,Male,Senior,Urban
1,89143.01747319066,360000,4,Employed,1,Male,Senior,Suburban
1,81924.65162173242,100000,4,Self-Employed,1,Male,Senior,Rural
1,81548.09023505003,180000,5,Unemployed,2,Male,Senior,Rural
1,83904.90163256977,210000,4,Self-Employed,1,Male,Senior,Suburban
0,83719.36995982623,340000,5,Self-Employed,1,Male,Senior,Rural
1,86856.69114812855,20000,5,Employed,1,Male,Senior,Rural
1,78352.91632324454,20000,5,Self-Employed,1,Male,Senior,Suburban
1,78550.6608131156,500000,5,Employed,1,Male,Senior,Suburban
1,82688.43073830918,360000,5,Employed,1,Male,Senior,Urban
1,81193.34785340221,50000,5,Unemployed,1,Male,Senior,Suburban
1,80585.70745710407,530000,5,Self-Employed,1,Male,Senior,Rural
1,89629.30498746192,260000,5,Employed,1,Male,Senior,Rural
0,78224.14924412398,40000,4,Unemployed,1,Male,Middle-aged,Suburban
1,90737.76286448805,30000,5,Self-Employed,2,Male,Senior,Rural
0,83740.55306630344,240000,4,Employed,1,Male,Senior,Suburban
0,77732.70707566786,320000,3,Employed,2,Male,Senior,Urban
1,88230.07746580029,70000,2,Unemployed,3,Male,Senior,Urban
1,82747.82767879491,200000,5,Self-Employed,1,Male,Senior,Rural
1,72358.95869589734,360000,5,Employed,1,Male,Senior,Suburban
0,77011.83878690698,110000,5,Self-Employed,2,Male,Senior,Suburban
0,81063.44503809352,80000,4,Unemployed,1,Male,Senior,Suburban
1,74923.01934890082,200000,4,Employed,1,Male,Senior,Suburban
0,88365.78362977099,100000,5,Unemployed,1,Male,Senior,Suburban
1,90866.23913661037,160000,5,Unemployed,2,Male,Senior,Urban
